recommendation_id,statement_key,recommendation_class,level_of_evidence,document_family,clinical_topic,recommendation_text,population,disease,clinical_state,severity,time_window,event_anchor,numeric_thresholds,care_phase,intervention,comparator,outcome,conditions,exclusions,clinical_temporality,temporal_qualifiers,guidance_temporality,care_setting,specialty,sub_specialty,source_locator,information_weight,weight_score,weight_rationale,extraction_confidence,confidence_rationale,clinical_entities,execution_trigger,execution_trigger_population,execution_trigger_state,execution_trigger_disease,execution_trigger_time,execution_trigger_anchor,execution_trigger_exclusions,execution_trigger_numeric_constraints,execution_trigger_qualifiers,execution_trigger_constraints,execution_action,execution_prerequisites,execution_contraindications,execution_outcome
GR-53AF1EF621CC,STS-ARTERIAL-CONDUITS-CABG-2016:S020,,,guideline_generic,General Coronary Revascularization,"As an adjunct to left internal thoracic artery (LITA), a second arterial graft (right ITA or radial artery [RA]) should be considered in appropriate patients ( IIa, B)",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.1 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:As an adjunct to left internal thoracic artery (LITA), a second arterial graft (right ITA or radial artery [RA]) should",,,,,,,,,,,,,,
GR-561A9D15C7FF,STS-ARTERIAL-CONDUITS-CABG-2016:S023,,,guideline_generic,General Coronary Revascularization,"As an adjunct to LITA to LAD (or in patients with inadequate LITA grafts), use of a RA graft is reasonable when grafting coronary targets with severe stenoses ( IIa, : B)",,,,severe,,,,,,,,grafting coronary targets with severe stenoses ( IIa,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.1 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:grafting coronary targets with severe stenoses ( IIa,grafting coronary targets with severe stenoses ( IIa,,,,,,,,grafting coronary targets with severe stenoses ( IIa,condition:grafting coronary targets with severe stenoses ( IIa [contains],is reasonable,grafting coronary targets with severe stenoses ( IIa,,
GR-5854E2A136A1,STS-ARTERIAL-CONDUITS-CABG-2016:S033,,,guideline_generic,General Coronary Revascularization,"B Smoking cessation is recommended ( I, C)",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.4 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:B Smoking cessation is recommended ( I, C)",,,,,,,,,,,is recommended,,,
GR-5E9E9E22C3C2,STS-ARTERIAL-CONDUITS-CABG-2016:S014,1,C,guideline_generic,General Coronary Revascularization,B Smoking cessation is recommended,,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.4 inline-cor-loe COR 1 LOE C,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-c",0.74,recommendation-language; cor:1; loe:c; source-locator,statement:B Smoking cessation is recommended,,,,,,,,,,,is recommended,,,
GR-60453842F687,STS-ARTERIAL-CONDUITS-CABG-2016:S043,,,guideline_generic,Physiology and Complexity Assessment,Physicians and care providers engaged in this multidisciplinary decisionmaking process should have a common collective goal of facilitating patient-centered care that is based on reviewing the patient’s coronary anatomy and disease burden (including SYNTAX score),,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.6 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Physicians and care providers engaged in this multidisciplinary decisionmaking process should have a common collective g,,,,,,,,,,,,,,
GR-63A829F53267,STS-ARTERIAL-CONDUITS-CABG-2016:S028,,,guideline_generic,General Coronary Revascularization,it is reasonable to perform procedure/ administer treatment Class IIB (benefit >risk) Additional studies with broad objectives needed,,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.3 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:it is reasonable to perform procedure/ administer treatment Class IIB (benefit >risk) Additional studies with broad obje,,,,,,,,,,,is reasonable,,,
GR-6BC44DC1291F,STS-ARTERIAL-CONDUITS-CABG-2016:S017,2A,B,guideline_generic,General Coronary Revascularization,"As an adjunct to LITA to LAD (or in patients with inadequate LITA grafts), use of a RA graft is reasonable when grafting coronary targets with severe stenoses",,,,severe,,,,,,,,grafting coronary targets with severe stenoses,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.5 inline-cor-loe COR 2A LOE B,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.74,recommendation-language; cor:2a; loe:b; source-locator,condition:grafting coronary targets with severe stenoses,grafting coronary targets with severe stenoses,,,,,,,,grafting coronary targets with severe stenoses,condition:grafting coronary targets with severe stenoses [contains],is reasonable,grafting coronary targets with severe stenoses,,
GR-737BAAFD5D0A,STS-ARTERIAL-CONDUITS-CABG-2016:S041,,,guideline_generic,CABG Strategy,"Because it is also susceptible to spasm, it should only be used to bypass 805 Ann Thorac Surg SPECIAL REPORT ALDEA ET AL ;101:801–9 GUIDELINES ON ARTERIAL CONDUITS FOR CABG REPORT",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.5 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Because it is also susceptible to spasm, it should only be used to bypass 805 Ann Thorac Surg SPECIAL REPORT ALDEA ET AL",,,,,,,,,,,,,,
GR-879752F053E4,STS-ARTERIAL-CONDUITS-CABG-2016:S004,2A,B,guideline_generic,General Coronary Revascularization,"To reduce the risk of sternal infection with BITA, skeletonized grafts should be considered",,,,,,,,,,,"reduce the risk of sternal infection with BITA, skeletonized grafts should be considered",,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.1 inline-cor-loe COR 2A LOE B,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.74,recommendation-language; cor:2a; loe:b; source-locator,"outcome:reduce the risk of sternal infection with BITA, skeletonized grafts should be considered",,,,,,,,,,,,,,"reduce the risk of sternal infection with BITA, skeletonized grafts should be considered"
GR-88B789474260,STS-ARTERIAL-CONDUITS-CABG-2016:S007,2B,C,guideline_generic,General Coronary Revascularization,and enhanced sternal stabilization may be considered,,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.1 inline-cor-loe COR 2B LOE C,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-c",0.74,recommendation-language; cor:2b; loe:c; source-locator,statement:and enhanced sternal stabilization may be considered,,,,,,,,,,,may be considered,,,
GR-8AB5D2FAE96C,STS-ARTERIAL-CONDUITS-CABG-2016:S001,2A,B,guideline_generic,General Coronary Revascularization,"Use of BITAs should be considered in patients who do not have an excessive risk of sternal complications ( IIa, B)",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.4 class-level-row COR 2A LOE B,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.74,recommendation-language; cor:2a; loe:b; source-locator,"statement:Use of BITAs should be considered in patients who do not have an excessive risk of sternal complications ( IIa, B)",,,,,,,,,,,,,,
GR-917AA8C13F43,STS-ARTERIAL-CONDUITS-CABG-2016:S038,,,guideline_generic,CABG Strategy,"Because of concerns about injury to the RA caused by instrumentation and its potential impact on graft patency [90, 91], it is recommended that there should be a delay between transradial angiography and the use of the instrumented RA as a conduit for CABG",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.5 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Because of concerns about injury to the RA caused by instrumentation and its potential impact on graft patency [90, 91]",,,,,,,,,,,is recommended,,,
GR-941ABB93F64D,STS-ARTERIAL-CONDUITS-CABG-2016:S024,,,guideline_generic,Revascularization Strategy,"The right gastroepiploic artery may be considered in patients with poor conduit options or as an adjunct to more complete arterial revascularization ( IIb, B)",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.1 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The right gastroepiploic artery may be considered in patients with poor conduit options or as an adjunct to more complet,,,,,,,,,,,may be considered,,,
GR-9A0A0DCEF48D,STS-ARTERIAL-CONDUITS-CABG-2016:S037,,,guideline_generic,General Coronary Revascularization,therefore local application of antispasmodic agents is preferred,,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.4 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:therefore local application of antispasmodic agents is preferred,,,,,,,,,,,,,,
GR-9CA1D272B065,STS-ARTERIAL-CONDUITS-CABG-2016:S031,,,guideline_generic,General Coronary Revascularization,"As an adjunct to LITA, a second arterial graft (right internal thoracic artery or radial artery [RA]) should be considered in appropriate patients ( IIa, B)",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.4 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:As an adjunct to LITA, a second arterial graft (right internal thoracic artery or radial artery [RA]) should be consider",,,,,,,,,,,,,,
GR-9D693CB52143,STS-ARTERIAL-CONDUITS-CABG-2016:S016,2B,C,guideline_generic,General Coronary Revascularization,B Enhanced sternal stabilization may be considered,,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.4 inline-cor-loe COR 2B LOE C,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-c",0.74,recommendation-language; cor:2b; loe:c; source-locator,statement:B Enhanced sternal stabilization may be considered,,,,,,,,,,,may be considered,,,
GR-A7AED1B048A1,STS-ARTERIAL-CONDUITS-CABG-2016:S036,,,guideline_generic,General Coronary Revascularization,"A properly conducted Allen’s test is a useful first-line test to select patients for RA harvest, but the cutoff is controversial, and the test does not have a perfect sensitivity or specificity",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.4 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:A properly conducted Allen’s test is a useful first-line test to select patients for RA harvest, but the cutoff is contr",,,,,,,,,,,,,,
GR-A94413F2D9E2,STS-ARTERIAL-CONDUITS-CABG-2016:S013,2A,B,guideline_generic,General Coronary Revascularization,To reduce the risk of sternal infection with BITA consider the following: B Skeletonized grafts should be considered,,,,,,,,,,,reduce the risk of sternal infection with BITA consider the following: B Skeletonized grafts should be considered,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.4 inline-cor-loe COR 2A LOE B,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.74,recommendation-language; cor:2a; loe:b; source-locator,outcome:reduce the risk of sternal infection with BITA consider the following: B Skeletonized grafts should be considered,,,,,,,,,,,,,,reduce the risk of sternal infection with BITA consider the following: B Skeletonized grafts should be considered
GR-AC8F344C6669,STS-ARTERIAL-CONDUITS-CABG-2016:S029,,,guideline_generic,General Coronary Revascularization,procedure/treatment may be considered Class III (no benefit) Procedure/test: not helpful,,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.3 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:procedure/treatment may be considered Class III (no benefit) Procedure/test: not helpful,,,,,,,,,,,may be considered,,,
GR-B33F982AE87B,STS-ARTERIAL-CONDUITS-CABG-2016:S011,2A,B,guideline_generic,General Coronary Revascularization,"As an adjunct to LITA, a second arterial graft (right internal thoracic artery or radial artery [RA]) should be considered in appropriate patients",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.4 inline-cor-loe COR 2A LOE B,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.74,recommendation-language; cor:2a; loe:b; source-locator,"statement:As an adjunct to LITA, a second arterial graft (right internal thoracic artery or radial artery [RA]) should be consider",,,,,,,,,,,,,,
GR-B5822F715039,STS-ARTERIAL-CONDUITS-CABG-2016:S008,2B,B,guideline_generic,Revascularization Strategy,The right gastroepiploic artery may be considered in patients with poor conduit options or as an adjunct to more complete arterial revascularization,,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.1 inline-cor-loe COR 2B LOE B,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-b",0.74,recommendation-language; cor:2b; loe:b; source-locator,statement:The right gastroepiploic artery may be considered in patients with poor conduit options or as an adjunct to more complet,,,,,,,,,,,may be considered,,,
GR-C4D50C9BBC55,STS-ARTERIAL-CONDUITS-CABG-2016:S044,,,guideline_generic,Heart Team,"The heart team should acknowledge that particular patients will derive specific shortand long-term benefits from alternative treatments within subsets of strategies for percutaneous (eg, duration of dual antiplatelet therapy and type of stent) and surgical revascularization (eg, choice of conduits, off-pump CABG, and limited aortic manipulation)",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.6 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The heart team should acknowledge that particular patients will derive specific shortand long-term benefits from alterna,,,,,,,,,,,,,,
GR-C63B2E4D1E46,STS-ARTERIAL-CONDUITS-CABG-2016:S025,,,guideline_generic,Heart Team,"Use of arterial grafts (specific targets, number, and type) should be a part of the discussion of the heart team in determining the optimal approach for each patient ( I, C)",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.1 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Use of arterial grafts (specific targets, number, and type) should be a part of the discussion of the heart team in dete",,,,,,,,,,,,,,
GR-C663A38B72F0,STS-ARTERIAL-CONDUITS-CABG-2016:S022,,,guideline_generic,General Coronary Revascularization,"To reduce the risk of sternal infection with BITA, skeletonized grafts should be considered ( IIa, B), smoking cessation is recommended ( I, C), glycemic control should be considered ( IIa, B), and enhanced sternal stabilization may be considered ( IIb, C)",,,,,,,,,,,"reduce the risk of sternal infection with BITA, skeletonized grafts should be considered ( IIa, B), smoking cessation is recommended ( I, C), glycemic control should be considered ( IIa, B), and enhanced sternal stabilization may be considered ( IIb, C)",,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.1 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"outcome:reduce the risk of sternal infection with BITA, skeletonized grafts should be considered ( IIa, B), smoking cessation is recommended ( I, C), glycemic control should be considered ( IIa, B), and enhanced sternal stabilization may be considered ( IIb, C)",,,,,,,,,,,is recommended,,,"reduce the risk of sternal infection with BITA, skeletonized grafts should be considered ( IIa, B), smoking cessation is recommended ( I, C), glycemic control should be considered ( IIa, B), and enhanced sternal stabilization may be considered ( IIb, C)"
GR-CD7F6CE4537F,STS-ARTERIAL-CONDUITS-CABG-2016:S030,,,guideline_generic,General Coronary Revascularization,"The ITA should be used to bypass the LAD artery when bypass of the LAD is indicated ( I, B)",,,,,,,,,,,,bypass of the LAD is indicated ( I,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.4 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:bypass of the LAD is indicated ( I,bypass of the LAD is indicated ( I,,,,,,,,bypass of the LAD is indicated ( I,condition:bypass of the LAD is indicated ( I [contains],is indicated,bypass of the LAD is indicated ( I,,
GR-CE6B14B7D6C5,STS-ARTERIAL-CONDUITS-CABG-2016:S039,,,guideline_generic,General Coronary Revascularization,"Clinical data are insufficient to designate a safe wait time, but histologic and flow dynamic data suggest that 3 months may be reasonable [90]",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.5 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Clinical data are insufficient to designate a safe wait time, but histologic and flow dynamic data suggest that 3 months",,,,,,,,,,,,,,
GR-D24072F551E0,STS-ARTERIAL-CONDUITS-CABG-2016:S021,,,guideline_generic,General Coronary Revascularization,"Use of bilateral ITAs (BITAs) should be considered in patients who do not have an excessive risk of sternal complications ( IIa, B)",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.1 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Use of bilateral ITAs (BITAs) should be considered in patients who do not have an excessive risk of sternal complication,,,,,,,,,,,,,,
GR-D5B5B7CF792F,STS-ARTERIAL-CONDUITS-CABG-2016:S003,2A,B,guideline_generic,General Coronary Revascularization,Use of bilateral ITAs (BITAs) should be considered in patients who do not have an excessive risk of sternal complications,,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.1 inline-cor-loe COR 2A LOE B,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.74,recommendation-language; cor:2a; loe:b; source-locator,statement:Use of bilateral ITAs (BITAs) should be considered in patients who do not have an excessive risk of sternal complication,,,,,,,,,,,,,,
GR-DA7EAB1394C5,STS-ARTERIAL-CONDUITS-CABG-2016:S045,,,guideline_generic,Heart Team,"Because number, type, and specific targets of arterial grafts influence patient survival, quality of life, and durability of revascularization, these should be discussed as part of the heart team assessment and recommendation to the patient",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.6 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Because number, type, and specific targets of arterial grafts influence patient survival, quality of life, and durabilit",,,,,,,,,,,,,,
GR-E0191616D4B8,STS-ARTERIAL-CONDUITS-CABG-2016:S034,,,guideline_generic,General Coronary Revascularization,"B Glycemic control should be considered ( IIa, B)",,,,,,,,,,,,,,,,2026-04-27T15:25:12.654843+00:00,,Cirugia Cardiovascular,CABG,p.4 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:B Glycemic control should be considered ( IIa, B)",,,,,,,,,,,,,,
